BOTTLE,20080509JAMSTEC
EXPOCODE,SECT,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDDPT,CTDDPT_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,FLUOR,FLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,CHLWELSH,CHLWELSH_W,PPHYTN,PPHYTN_FLAG_W,XMISS,XMISS_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PH,PH_FLAG_W,PH_TMP,PH_SCALE,THETA,SIG0
,,,,,,,,UTC,DEG,DEG,M,M,,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UG/L,,MG/CUM,,MG/CUM,,MG/CUM,,%TRANS,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,25_DEG,,DEG_C,,DEG C,KG/CUM
     49MR02K01, EQPAC,  C006,3,7,7,1,20020203,514,-0.016,159.9942,2810,79,2,80,2,29.719,2,34.607,2,-999,9,175.87,2,-999,9,0.3,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.7,21.53
     49MR02K01, EQPAC,  C006,3,8,8,1,20020203,514,-0.016,159.9942,2810,80,2,80,2,29.719,2,34.607,2,-999,9,175.95,2,-999,9,0.3,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.7,21.53
     49MR02K01, EQPAC,  C006,3,9,9,1,20020203,514,-0.016,159.9942,2810,100,2,100,2,28.572,2,35.188,2,-999,9,163.52,2,-999,9,0.9,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.55,22.36
     49MR02K01, EQPAC,  C006,3,10,10,1,20020203,514,-0.016,159.9942,2810,100,2,101,2,29.072,2,35.166,2,-999,9,165.47,2,-999,9,0.9,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.05,22.17
     49MR02K01, EQPAC,  C006,3,11,11,1,20020203,514,-0.016,159.9942,2810,120,2,121,2,23.568,2,35.252,2,-999,9,135.78,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,23.54,23.97
     49MR02K01, EQPAC,  C006,3,12,12,1,20020203,514,-0.016,159.9942,2810,120,2,121,2,23.587,2,35.255,2,-999,9,136.13,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,23.56,23.96
     49MR02K01, EQPAC,  C006,3,13,13,1,20020203,514,-0.016,159.9942,2810,141,2,142,2,21.201,2,35.291,2,-999,9,129.57,2,-999,9,0.1,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.17,24.67
     49MR02K01, EQPAC,  C006,3,14,14,1,20020203,514,-0.016,159.9942,2810,143,2,144,2,21.099,2,35.29,2,-999,9,129.82,2,-999,9,0.1,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.07,24.7
     49MR02K01, EQPAC,  C006,3,15,15,1,20020203,514,-0.016,159.9942,2810,160,2,161,2,18.749,2,35.215,2,-999,9,132.49,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.72,25.26
     49MR02K01, EQPAC,  C006,3,16,16,1,20020203,514,-0.016,159.9942,2810,161,2,162,2,18.72,2,35.215,2,-999,9,132.58,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.69,25.26
     49MR02K01, EQPAC,  C006,3,17,17,1,20020203,514,-0.016,159.9942,2810,180,2,181,2,16.845,2,34.846,2,-999,9,138.27,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.82,25.44
     49MR02K01, EQPAC,  C006,3,18,18,1,20020203,514,-0.016,159.9942,2810,180,2,181,2,16.815,2,34.844,2,-999,9,138.29,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.79,25.45
     49MR02K01, EQPAC,  C006,3,19,19,1,20020203,514,-0.016,159.9942,2810,200,2,201,2,15.644,2,34.992,2,-999,9,134.4,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.61,25.83
     49MR02K01, EQPAC,  C006,3,20,20,1,20020203,514,-0.016,159.9942,2810,200,2,201,2,15.622,2,34.991,2,-999,9,134.38,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.59,25.83
     49MR02K01, EQPAC,  C006,3,21,21,1,20020203,514,-0.016,159.9942,2810,21,2,21,2,29.62,2,34.188,2,-999,9,177.5,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.61,21.25
     49MR02K01, EQPAC,  C006,3,22,22,1,20020203,514,-0.016,159.9942,2810,20,2,20,2,29.623,2,34.189,2,-999,9,177.53,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.62,21.25
     49MR02K01, EQPAC,  C006,3,23,23,1,20020203,514,-0.016,159.9942,2810,40,2,40,2,29.613,2,34.242,2,-999,9,177.71,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.6,21.29
     49MR02K01, EQPAC,  C006,3,24,24,1,20020203,514,-0.016,159.9942,2810,40,2,40,2,29.614,2,34.242,2,-999,9,177.64,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.6,21.29
     49MR02K01, EQPAC,  C006,3,25,25,1,20020203,514,-0.016,159.9942,2810,80,2,80,2,29.717,2,34.612,2,-999,9,175.96,2,-999,9,0.3,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.7,21.54
     49MR02K01, EQPAC,  C006,3,26,26,1,20020203,514,-0.016,159.9942,2810,80,2,80,2,29.717,2,34.612,2,-999,9,176.06,2,-999,9,0.3,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.7,21.54
     49MR02K01, EQPAC,  C006,3,27,27,1,20020203,514,-0.016,159.9942,2810,120,2,121,2,23.591,2,35.257,2,-999,9,136.21,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,23.57,23.96
     49MR02K01, EQPAC,  C006,3,28,28,1,20020203,514,-0.016,159.9942,2810,120,2,120,2,23.61,2,35.26,2,-999,9,136.33,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,23.58,23.96
     49MR02K01, EQPAC,  C006,3,29,29,1,20020203,514,-0.016,159.9942,2810,160,2,161,2,18.719,2,35.215,2,-999,9,132.64,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.69,25.26
     49MR02K01, EQPAC,  C006,3,30,30,1,20020203,514,-0.016,159.9942,2810,160,2,161,2,18.699,2,35.214,2,-999,9,132.56,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.67,25.27
     49MR02K01, EQPAC,  C006,3,31,31,1,20020203,514,-0.016,159.9942,2810,200,2,201,2,15.664,2,34.992,2,-999,9,134.35,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.63,25.83
     49MR02K01, EQPAC,  C006,3,32,32,1,20020203,514,-0.016,159.9942,2810,199,2,200,2,15.672,2,34.994,2,-999,9,134.29,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.64,25.82
     49MR02K01, EQPAC,  C006,3,33,33,1,20020203,514,-0.016,159.9942,2810,5,2,5,2,29.694,2,34.194,2,-999,9,177.27,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.69,21.23
     49MR02K01, EQPAC,  C006,3,34,34,1,20020203,514,-0.016,159.9942,2810,100,2,101,2,29.233,2,35.151,2,-999,9,167.17,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.21,22.11
     49MR02K01, EQPAC,  C006,3,35,35,1,20020203,514,-0.016,159.9942,2810,100,2,101,2,29.189,2,35.161,2,-999,9,167.37,2,-999,9,0.9,1,0.33,2,0.47,2,0.37,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.16,22.13
     49MR02K01, EQPAC,  C006,3,36,36,1,20020203,514,-0.016,159.9942,2810,301,2,303,2,12.315,2,34.907,2,-999,9,131.6,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,12.27,26.46
     49MR02K01, EQPAC,  C005,1,0,0,1,20020203,2358,-0.0068,155.8527,1935,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
     49MR02K01, EQPAC,  C005,1,1,1,1,20020203,2358,-0.0068,155.8527,1935,20,2,20,2,29.742,2,34.24,2,-999,9,177.44,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.74,21.25
     49MR02K01, EQPAC,  C005,1,2,2,1,20020203,2358,-0.0068,155.8527,1935,40,2,40,2,29.732,2,34.24,2,-999,9,177.54,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.72,21.25
     49MR02K01, EQPAC,  C005,1,3,3,1,20020203,2358,-0.0068,155.8527,1935,60,2,61,2,29.724,2,34.251,2,-999,9,177.47,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.26
     49MR02K01, EQPAC,  C005,1,4,4,1,20020203,2358,-0.0068,155.8527,1935,80,2,81,2,29.742,2,34.346,2,-999,9,176.84,2,-999,9,0.2,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.72,21.33
     49MR02K01, EQPAC,  C005,1,5,5,1,20020203,2358,-0.0068,155.8527,1935,100,2,100,2,26.988,2,35.116,2,-999,9,150.09,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,26.97,22.82
     49MR02K01, EQPAC,  C005,1,6,6,1,20020203,2358,-0.0068,155.8527,1935,121,2,122,2,24.189,2,35.249,2,-999,9,128.28,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,24.16,23.78
     49MR02K01, EQPAC,  C005,1,7,7,1,20020203,2358,-0.0068,155.8527,1935,140,2,141,2,19.92,2,35.082,2,-999,9,133.55,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.89,24.85
     49MR02K01, EQPAC,  C005,1,8,8,1,20020203,2358,-0.0068,155.8527,1935,161,2,162,2,19.049,2,35.267,2,-999,9,132.85,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.02,25.22
     49MR02K01, EQPAC,  C005,1,9,9,1,20020203,2358,-0.0068,155.8527,1935,179,2,181,2,18.646,2,35.286,2,-999,9,132.38,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.61,25.34
     49MR02K01, EQPAC,  C005,1,10,10,1,20020203,2358,-0.0068,155.8527,1935,200,2,201,2,17.225,2,35.257,2,-999,9,134.4,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,17.19,25.67
     49MR02K01, EQPAC,  C005,1,11,11,1,20020203,2358,-0.0068,155.8527,1935,111,2,111,2,25.654,2,35.361,2,-999,9,131.26,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,25.63,23.42
     49MR02K01, EQPAC,  C005,1,12,12,1,20020203,2358,-0.0068,155.8527,1935,10,2,10,2,29.75,2,34.24,2,-999,9,177.33,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.75,21.24
     49MR02K01, EQPAC,  C005,1,13,13,1,20020203,2358,-0.0068,155.8527,1935,20,2,20,2,29.741,2,34.24,2,-999,9,177.49,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.74,21.25
     49MR02K01, EQPAC,  C005,1,14,14,1,20020203,2358,-0.0068,155.8527,1935,30,2,30,2,29.731,2,34.24,2,-999,9,177.44,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.72,21.25
     49MR02K01, EQPAC,  C005,1,15,15,1,20020203,2358,-0.0068,155.8527,1935,40,2,40,2,29.732,2,34.24,2,-999,9,177.38,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.72,21.25
     49MR02K01, EQPAC,  C005,1,16,16,1,20020203,2358,-0.0068,155.8527,1935,50,2,50,2,29.727,2,34.243,2,-999,9,177.48,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.26
     49MR02K01, EQPAC,  C005,1,17,17,1,20020203,2358,-0.0068,155.8527,1935,60,2,61,2,29.724,2,34.251,2,-999,9,177.49,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.26
     49MR02K01, EQPAC,  C005,1,18,18,1,20020203,2358,-0.0068,155.8527,1935,70,2,70,2,29.729,2,34.268,2,-999,9,177.32,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.28
     49MR02K01, EQPAC,  C005,1,19,19,1,20020203,2358,-0.0068,155.8527,1935,80,2,81,2,29.742,2,34.339,2,-999,9,176.86,2,-999,9,0.2,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.72,21.33
     49MR02K01, EQPAC,  C005,1,20,20,1,20020203,2358,-0.0068,155.8527,1935,90,2,90,2,29.522,2,34.55,2,-999,9,172.77,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.5,21.56
     49MR02K01, EQPAC,  C005,1,21,21,1,20020203,2358,-0.0068,155.8527,1935,100,2,100,2,27.021,2,35.115,2,-999,9,150.88,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27,22.8
     49MR02K01, EQPAC,  C005,1,22,22,1,20020203,2358,-0.0068,155.8527,1935,121,2,122,2,24.143,2,35.246,2,-999,9,128.47,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,24.12,23.79
     49MR02K01, EQPAC,  C005,1,23,23,1,20020203,2358,-0.0068,155.8527,1935,11,2,11,2,29.75,2,34.24,2,-999,9,177.21,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.75,21.24
     49MR02K01, EQPAC,  C005,1,24,24,1,20020203,2358,-0.0068,155.8527,1935,30,2,30,2,29.732,2,34.24,2,-999,9,177.49,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.73,21.25
     49MR02K01, EQPAC,  C005,1,25,25,1,20020203,2358,-0.0068,155.8527,1935,50,2,50,2,29.726,2,34.243,2,-999,9,177.31,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.26
     49MR02K01, EQPAC,  C005,1,26,26,1,20020203,2358,-0.0068,155.8527,1935,70,2,71,2,29.729,2,34.269,2,-999,9,177.42,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.28
     49MR02K01, EQPAC,  C005,1,27,27,1,20020203,2358,-0.0068,155.8527,1935,80,2,81,2,29.741,2,34.34,2,-999,9,177,2,-999,9,0.2,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.72,21.33
     49MR02K01, EQPAC,  C005,1,28,28,1,20020203,2358,-0.0068,155.8527,1935,89,2,90,2,29.517,2,34.532,2,-999,9,175.31,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.49,21.55
     49MR02K01, EQPAC,  C005,1,29,29,1,20020203,2358,-0.0068,155.8527,1935,100,2,100,2,27.015,2,35.116,2,-999,9,150.72,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,26.99,22.81
     49MR02K01, EQPAC,  C005,1,30,30,1,20020203,2358,-0.0068,155.8527,1935,122,2,123,2,24.073,2,35.244,2,-999,9,128.7,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,24.05,23.81
     49MR02K01, EQPAC,  C005,1,31,31,1,20020203,2358,-0.0068,155.8527,1935,180,2,181,2,18.656,2,35.286,2,-999,9,132.47,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.62,25.34
     49MR02K01, EQPAC,  C005,1,32,32,1,20020203,2358,-0.0068,155.8527,1935,180,2,181,2,18.663,2,35.284,2,-999,9,132.45,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.63,25.33
     49MR02K01, EQPAC,  C005,1,33,33,1,20020203,2358,-0.0068,155.8527,1935,180,2,181,2,18.667,2,35.283,2,-999,9,132.46,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.63,25.33
     49MR02K01, EQPAC,  C005,1,34,34,1,20020203,2358,-0.0068,155.8527,1935,180,2,181,2,18.666,2,35.284,2,-999,9,132.53,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.63,25.33
     49MR02K01, EQPAC,  C005,1,35,35,1,20020203,2358,-0.0068,155.8527,1935,180,2,181,2,18.669,2,35.283,2,-999,9,132.48,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.64,25.33
     49MR02K01, EQPAC,  C005,1,36,36,1,20020203,2358,-0.0068,155.8527,1935,180,2,181,2,18.665,2,35.288,2,-999,9,132.45,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.63,25.33
     49MR02K01, EQPAC,  C005,2,0,0,1,20020204,202,0.0053,155.8358,1940,-999,9,-999,9,30.7,2,-999,9,34.267,2,-999,9,193.06,2,-999,9,0.07,2,0.08,2,0.03,2,-999,9,1,2,0,2,0.02,2,0.07,2,1903.1,2,8.1316,6,25, TS,-999,-999
     49MR02K01, EQPAC,  C005,2,1,1,1,20020204,202,0.0053,155.8358,1940,10,2,10,2,29.773,2,34.236,2,-999,9,177.99,2,194.92,2,0,1,0.07,2,0.08,2,0.03,2,87,1,1,2,-0.01,2,0.01,2,0.07,2,1892.7,3,8.1331,2,25, TS,29.77,21.23
     49MR02K01, EQPAC,  C005,2,2,2,1,20020204,202,0.0053,155.8358,1940,20,2,20,2,29.769,2,34.236,2,-999,9,178.13,2,194.73,2,0,1,0.07,2,0.08,2,0.03,2,87,1,1.02,2,0,2,0.01,2,0.07,2,1896.5,3,8.1332,2,25, TS,29.76,21.23
     49MR02K01, EQPAC,  C005,2,3,3,1,20020204,202,0.0053,155.8358,1940,30,2,30,2,29.747,2,34.238,2,-999,9,178.28,2,195.17,2,0,1,0.08,2,0.09,2,0.03,2,87,1,1.05,2,-0.01,2,0.02,2,0.07,2,1895.2,3,8.1334,2,25, TS,29.74,21.24
     49MR02K01, EQPAC,  C005,2,4,4,1,20020204,202,0.0053,155.8358,1940,40,2,40,2,29.739,2,34.239,2,-999,9,178.3,2,195.25,2,0,1,0.1,2,0.11,2,0.04,2,87,1,1.06,2,-0.01,2,0.02,2,0.06,2,1902.6,2,8.1331,2,25, TS,29.73,21.25
     49MR02K01, EQPAC,  C005,2,5,5,1,20020204,202,0.0053,155.8358,1940,50,2,50,2,29.731,2,34.24,2,-999,9,178.29,2,195.51,2,0.1,1,0.11,2,0.13,2,0.05,2,87,1,1.04,2,-0.01,2,0.02,2,0.07,2,1903,2,8.1328,2,25, TS,29.72,21.25
     49MR02K01, EQPAC,  C005,2,6,6,1,20020204,202,0.0053,155.8358,1940,60,2,60,2,29.725,2,34.244,2,-999,9,178.37,2,195.36,2,0.1,1,0.13,2,0.14,2,0.05,2,87,1,1.02,2,-0.01,2,0.01,2,0.07,2,1902.4,2,8.1327,2,25, TS,29.71,21.26
     49MR02K01, EQPAC,  C005,2,7,7,1,20020204,202,0.0053,155.8358,1940,70,2,71,2,29.727,2,34.256,2,-999,9,178.26,2,195.29,2,0.1,1,0.15,2,0.18,2,0.07,2,87,1,0.98,2,0,2,0.01,2,0.07,2,1904.2,2,8.1326,2,25, TS,29.71,21.27
     49MR02K01, EQPAC,  C005,2,8,8,1,20020204,202,0.0053,155.8358,1940,80,2,80,2,29.742,2,34.306,2,-999,9,178.15,2,195.24,2,0.2,1,0.18,2,0.22,2,0.1,2,87,1,0.99,2,-0.01,2,0.02,2,0.07,2,1905.9,2,8.1319,2,25, TS,29.72,21.3
     49MR02K01, EQPAC,  C005,2,9,9,1,20020204,202,0.0053,155.8358,1940,90,2,91,2,29.741,2,34.368,2,-999,9,177.53,2,194.55,2,0.2,1,0.3,2,0.37,2,0.18,2,87,1,1.02,2,0.01,2,0.02,2,0.08,2,1912.3,2,8.13,2,25, TS,29.72,21.35
     49MR02K01, EQPAC,  C005,2,10,10,1,20020204,202,0.0053,155.8358,1940,99,2,100,2,29.486,2,34.529,2,-999,9,173.29,2,180.27,2,0.4,1,0.37,2,0.49,2,0.34,2,87,1,1.71,2,2.21,2,0.08,2,0.28,2,1963.1,3,8.0845,2,25, TS,29.46,21.56
     49MR02K01, EQPAC,  C005,2,11,11,1,20020204,202,0.0053,155.8358,1940,120,2,121,2,25.552,2,35.356,2,-999,9,130.47,2,141.25,2,0.4,1,0.14,2,0.29,2,0.38,2,87,1,3.28,2,8.75,2,0.07,2,0.7,2,2056.2,2,7.969,2,25, TS,25.53,23.45
     49MR02K01, EQPAC,  C005,2,12,12,1,20020204,202,0.0053,155.8358,1940,152,2,153,2,19.86,2,35.086,2,-999,9,134.28,2,143.81,2,0,1,0.01,2,0.02,2,0.03,2,88,1,7.18,2,11.07,2,0.03,2,0.82,2,2084.2,2,7.9001,2,25, TS,19.83,24.87
     49MR02K01, EQPAC,  C005,2,13,13,1,20020204,202,0.0053,155.8358,1940,199,2,201,2,17.493,2,35.213,2,-999,9,135.14,2,144.31,2,0,1,0,2,0.01,2,0.02,2,88,1,7.63,2,13.18,2,0.03,2,0.96,2,2109,2,7.8679,2,25, TS,17.46,25.57
     49MR02K01, EQPAC,  C005,2,14,14,1,20020204,202,0.0053,155.8358,1940,10,2,10,2,29.775,2,34.236,2,34.236,2,177.99,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.77,21.23
     49MR02K01, EQPAC,  C005,2,15,15,1,20020204,202,0.0053,155.8358,1940,20,2,21,2,29.759,2,34.237,2,34.237,2,178.11,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.75,21.24
     49MR02K01, EQPAC,  C005,2,16,16,1,20020204,202,0.0053,155.8358,1940,30,2,30,2,29.752,2,34.237,2,34.237,2,178.2,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.74,21.24
     49MR02K01, EQPAC,  C005,2,17,17,1,20020204,202,0.0053,155.8358,1940,40,2,41,2,29.74,2,34.239,2,34.238,2,178.31,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.73,21.25
     49MR02K01, EQPAC,  C005,2,18,18,1,20020204,202,0.0053,155.8358,1940,50,2,50,2,29.732,2,34.239,2,34.242,2,178.4,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.72,21.25
     49MR02K01, EQPAC,  C005,2,19,19,1,20020204,202,0.0053,155.8358,1940,60,2,61,2,29.725,2,34.243,2,34.244,2,178.42,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.26
     49MR02K01, EQPAC,  C005,2,20,20,1,20020204,202,0.0053,155.8358,1940,70,2,71,2,29.727,2,34.254,2,34.256,2,178.21,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.71,21.27
